selections,protected_count
city:Valleytown;period:2023-H2;price_issue:True;product_code:F,1
age_range:(50-60];city:Springfield;period:2023-H2,1
delivery_issue:True;description_issue:True;product_code:B;quality_issue:True,1
city:Meadowville;description_issue:True;period:2023-H2,1
age_range:(20-30];city:Springfield;product_code:B,1
age_range:(50-60];city:Meadowville;description_issue:True,1
age_range:(30-40];city:Hilltown;product_code:D;quality_issue:True,1
city:Seaside;period:2020-H1;service_issue:True,1
age_range:(30-40];delivery_issue:True;description_issue:True;period:2024-H1,1
age_range:(50-60];city:Seaside;period:2023-H1;product_code:G,1
age_range:(40-50];city:Riverbend;delivery_issue:True;period:2020-H2,1
city:Greenfield;period:2020-H2;price_issue:True;product_code:E,1
delivery_issue:True;description_issue:True;product_code:H;quality_issue:True,1
period:2022-H2;product_code:E;quality_issue:True;service_issue:True,1
age_range:(30-40];city:Rivertown;description_issue:True;period:2022-H1,1
age_range:(20-30];city:Meadowville;delivery_issue:True;period:2022-H2,1
age_range:(30-40];period:2020-H2;product_code:F,1
age_range:(40-50];city:Lakeside;description_issue:True;product_code:A,1
age_range:(20-30];delivery_issue:True;period:2021-H2;quality_issue:True,1
age_range:(30-40];city:Seaside;period:2022-H2;product_code:A,1
age_range:(30-40];city:Valleyview;description_issue:True;period:2022-H1,1
city:Mountainview;period:2021-H1;product_code:G;service_issue:True,1
age_range:(30-40];city:Seaside;description_issue:True;period:2023-H2,1
age_range:(40-50];city:Greenfield;quality_issue:True;service_issue:True,1
city:Seaside;description_issue:True;product_code:E;service_issue:True,1
city:Valleyview;product_code:F;service_issue:True,1
city:Greenfield;description_issue:True;price_issue:True;product_code:F,1
city:Hilltown;product_code:F;service_issue:True,1
age_range:(30-40];city:Meadowville;price_issue:True;service_issue:True,1
age_range:(20-30];city:Valleytown;product_code:B,1
age_range:(40-50];city:Riverside;period:2021-H2;product_code:H,1
city:Riverside;period:2021-H2;price_issue:True;product_code:B,1
city:Brookside;delivery_issue:True;period:2023-H1;quality_issue:True,1
age_range:(50-60];price_issue:True;product_code:E,1
age_range:(20-30];city:Brookside;product_code:H;service_issue:True,1
age_range:(30-40];city:Meadowville;description_issue:True;price_issue:True,1
description_issue:True;period:2023-H1;product_code:H;quality_issue:True,1
age_range:(30-40];city:Hilltop;delivery_issue:True;product_code:H,1
age_range:(30-40];city:Forestville;quality_issue:True;service_issue:True,1
city:Mountainview;delivery_issue:True;product_code:A;service_issue:True,1
city:Springfield;description_issue:True;product_code:H,1
age_range:(20-30];city:Mountainview;period:2023-H1;product_code:G,1
city:Greenfield;period:2023-H1;product_code:C;service_issue:True,1
age_range:(30-40];city:Riverbend;price_issue:True;quality_issue:True,1
age_range:(40-50];period:2021-H2;price_issue:True;product_code:D,1
age_range:(50-60];city:Springfield;period:2023-H2;product_code:G,1
age_range:(20-30];city:Springfield;price_issue:True;quality_issue:True,1
age_range:(40-50];city:Greenfield;period:2022-H2;product_code:E,1
city:Lakeside;description_issue:True;period:2021-H2;product_code:C,1
city:Hilltop;period:2024-H1;product_code:D,1
age_range:(40-50];period:2021-H1;price_issue:True;product_code:A,1
city:Seaside;period:2023-H1;price_issue:True;product_code:E,1
city:Valleyview;product_code:F;quality_issue:True;service_issue:True,1
age_range:(30-40];city:Seaside;period:2023-H2;product_code:E,1
period:2021-H1;product_code:E;service_issue:True,1
age_range:(30-40];city:Rivertown;period:2021-H1;product_code:E,1
age_range:(50-60];period:2023-H1;product_code:D,1
age_range:(30-40];city:Seaside;period:2022-H2;service_issue:True,1
age_range:(30-40];city:Forestville;description_issue:True;period:2022-H1,1
age_range:(30-40];city:Seaside;product_code:A,1
age_range:(50-60];city:Lakeside;description_issue:True;period:2021-H2,1
age_range:(40-50];city:Meadowville;delivery_issue:True;product_code:G,1
age_range:(30-40];description_issue:True;period:2022-H1;product_code:A,1
age_range:(50-60];city:Rivertown;product_code:G;quality_issue:True,1
delivery_issue:True;period:2022-H2;product_code:C,1
age_range:(20-30];description_issue:True;price_issue:True;product_code:D,1
city:Hilltop;delivery_issue:True;period:2022-H2;product_code:B,1
age_range:(20-30];city:Hilltown;delivery_issue:True;period:2023-H1,1
age_range:(20-30];city:Brookside;description_issue:True;product_code:B,1
age_range:(20-30];city:Seaside;period:2023-H1;product_code:B,1
age_range:(50-60];city:Springfield;price_issue:True;product_code:H,1
age_range:(40-50];city:Lakeside;delivery_issue:True;description_issue:True,1
city:Springfield;delivery_issue:True;period:2023-H2;product_code:G,1
age_range:(30-40];city:Forestville;delivery_issue:True;product_code:H,1
age_range:(30-40];city:Brookside;period:2020-H2,1
age_range:(40-50];city:Springfield;description_issue:True;quality_issue:True,1
age_range:(50-60];city:Springfield;period:2023-H2;quality_issue:True,1
age_range:(40-50];city:Seaside;delivery_issue:True;service_issue:True,1
city:Springfield;period:2020-H2;product_code:E;quality_issue:True,1
city:Forestville;description_issue:True;period:2022-H1;product_code:E,1
age_range:(30-40];city:Rivertown;period:2020-H1;product_code:H,1
age_range:(20-30];city:Seaside;price_issue:True;quality_issue:True,1
city:Brookside;period:2023-H1;product_code:G;quality_issue:True,1
age_range:(20-30];city:Greenfield;product_code:H;service_issue:True,1
age_range:(20-30];city:Hilltown;description_issue:True;product_code:E,1
age_range:(30-40];price_issue:True;product_code:C;quality_issue:True,1
age_range:(20-30];delivery_issue:True;period:2022-H1,1
age_range:(50-60];city:Lakeside;period:2023-H1;product_code:A,1
age_range:(30-40];period:2022-H2;price_issue:True;product_code:D,1
city:Riverside;delivery_issue:True;period:2022-H1;price_issue:True,1
age_range:(50-60];delivery_issue:True;period:2023-H2;quality_issue:True,1
city:Hilltown;description_issue:True;product_code:E,1
age_range:(40-50];period:2022-H2;service_issue:True,1
age_range:(30-40];city:Hilltop;product_code:G;service_issue:True,1
city:Hilltown;delivery_issue:True;period:2023-H1;product_code:C,1
delivery_issue:True;period:2022-H2;product_code:E;quality_issue:True,1
age_range:(40-50];city:Mountainview;period:2023-H1;quality_issue:True,1
age_range:(20-30];city:Riverside;period:2023-H1;product_code:F,1
age_range:(50-60];city:Rivertown;product_code:E,1
city:Hilltown;period:2023-H2;product_code:F;service_issue:True,1
city:Mountainview;delivery_issue:True;period:2021-H1;product_code:D,1
age_range:(40-50];delivery_issue:True;price_issue:True;service_issue:True,1
delivery_issue:True;description_issue:True;period:2023-H2;product_code:B,1
age_range:(30-40];city:Meadowville;product_code:A;service_issue:True,1
age_range:(20-30];city:Rivertown;product_code:H;quality_issue:True,1
age_range:(50-60];city:Greenfield;product_code:D;quality_issue:True,1
city:Seaside;period:2023-H2;price_issue:True;product_code:E,1
city:Seaside;price_issue:True;product_code:E;quality_issue:True,1
city:Riverside;period:2023-H1;product_code:A;quality_issue:True,1
city:Mountainview;delivery_issue:True;period:2024-H1;service_issue:True,1
city:Meadowville;period:2023-H2;price_issue:True;product_code:B,1
age_range:(20-30];city:Seaside;price_issue:True;product_code:H,1
city:Forestville;description_issue:True;product_code:E,1
period:2020-H2;product_code:F;quality_issue:True;service_issue:True,1
city:Greenfield;description_issue:True;period:2023-H2;product_code:F,1
age_range:(40-50];city:Riverbend;delivery_issue:True;product_code:H,1
age_range:(30-40];delivery_issue:True;period:2022-H2;product_code:C,1
age_range:(40-50];city:Mountainview;period:2021-H1;product_code:F,1
city:Rivertown;delivery_issue:True;period:2023-H2;product_code:B,1
age_range:(30-40];city:Rivertown;period:2020-H1,1
age_range:(20-30];city:Rivertown;period:2023-H2;quality_issue:True,1
city:Greenfield;delivery_issue:True;product_code:B,1
city:Meadowville;description_issue:True;period:2023-H2;product_code:H,1
age_range:(30-40];city:Meadowville;description_issue:True;product_code:G,1
city:Greenfield;description_issue:True;product_code:H;service_issue:True,1
age_range:(30-40];city:Rivertown;delivery_issue:True;period:2020-H1,1
age_range:(30-40];city:Meadowland;product_code:G;service_issue:True,1
age_range:(50-60];city:Meadowville;description_issue:True;period:2023-H2,1
city:Riverside;period:2023-H1;quality_issue:True;service_issue:True,1
delivery_issue:True;description_issue:True;product_code:A,1
city:Mountainview;period:2023-H2;quality_issue:True;service_issue:True,1
city:Springfield;period:2023-H2;product_code:E;quality_issue:True,1
city:Springfield;period:2023-H2;product_code:E,1
city:Mountainview;price_issue:True;product_code:H;quality_issue:True,1
age_range:(50-60];city:Meadowville;delivery_issue:True,1
age_range:(40-50];period:2022-H2;product_code:H;service_issue:True,1
age_range:(20-30];delivery_issue:True;product_code:G;quality_issue:True,1
city:Greenfield;price_issue:True;product_code:A,1
age_range:(30-40];city:Valleyview;description_issue:True;quality_issue:True,1
age_range:(50-60];city:Riverside;period:2023-H2;price_issue:True,1
city:Greenfield;delivery_issue:True;period:2023-H2;product_code:B,1
age_range:(20-30];delivery_issue:True;period:2022-H1;product_code:E,1
age_range:(30-40];city:Seaside;period:2023-H2;quality_issue:True,1
city:Mountainview;description_issue:True;period:2021-H2,1
city:Seaside;description_issue:True;product_code:G;quality_issue:True,1
age_range:(40-50];city:Lakeside;product_code:D;service_issue:True,1
city:Seaside;delivery_issue:True;product_code:G;quality_issue:True,1
city:Valleyview;period:2020-H2;service_issue:True,1
age_range:(30-40];city:Meadowville;description_issue:True;product_code:B,1
city:Seaside;delivery_issue:True;product_code:A;quality_issue:True,1
age_range:(30-40];city:Valleyview;period:2023-H2;product_code:F,1
city:Mountainview;period:2023-H1;product_code:G,1
city:Riverbend;description_issue:True;period:2020-H1;service_issue:True,1
city:Riverbend;period:2023-H1;quality_issue:True;service_issue:True,1
city:Springfield;period:2022-H1;product_code:A;quality_issue:True,1
delivery_issue:True;description_issue:True;period:2021-H1;product_code:E,1
age_range:(20-30];description_issue:True;price_issue:True;service_issue:True,1
city:Brookside;period:2023-H2;product_code:A;service_issue:True,1
age_range:(50-60];city:Springfield;delivery_issue:True;period:2023-H2,1
age_range:(30-40];city:Mountainview;description_issue:True;product_code:D,1
city:Hilltown;price_issue:True;product_code:F;service_issue:True,1
period:2022-H2;product_code:E;service_issue:True,1
city:Riverside;period:2021-H2;price_issue:True;product_code:A,1
age_range:(20-30];city:Hilltop;price_issue:True;product_code:E,1
age_range:(50-60];city:Lakeside;product_code:G;quality_issue:True,1
age_range:(20-30];delivery_issue:True;description_issue:True;product_code:E,1
city:Hilltop;delivery_issue:True;description_issue:True;product_code:E,1
city:Mountainview;period:2023-H1;product_code:G;service_issue:True,1
city:Rivertown;period:2021-H1;price_issue:True;service_issue:True,1
age_range:(40-50];city:Meadowville;product_code:G;quality_issue:True,1
age_range:(30-40];description_issue:True;product_code:D;service_issue:True,1
city:Seaside;delivery_issue:True;description_issue:True;product_code:A,1
city:Mountainview;delivery_issue:True;period:2023-H1;price_issue:True,1
city:Greenfield;quality_issue:True;service_issue:True,1
city:Springfield;period:2022-H1;price_issue:True;product_code:A,1
age_range:(30-40];city:Lakeside;delivery_issue:True;description_issue:True,1
delivery_issue:True;period:2024-H1;product_code:A;quality_issue:True,1
city:Forestville;product_code:E;quality_issue:True,1
age_range:(20-30];description_issue:True;period:2023-H2;product_code:G,1
age_range:(50-60];city:Seaside;period:2023-H1;product_code:C,1
age_range:(20-30];city:Riverside;period:2021-H2,1
age_range:(30-40];city:Riverbend;delivery_issue:True;period:2023-H1,1
age_range:(30-40];city:Hilltop;product_code:H;service_issue:True,1
city:Lakeside;delivery_issue:True;description_issue:True;period:2023-H2,1
age_range:(20-30];city:Mountainview;period:2023-H1;quality_issue:True,1
city:Riverside;period:2022-H1;product_code:A;quality_issue:True,1
city:Hilltop;delivery_issue:True;period:2023-H2;product_code:B,1
city:Riverbend;delivery_issue:True;product_code:A,1
city:Meadowville;description_issue:True;period:2023-H2;product_code:B,1
age_range:(30-40];delivery_issue:True;period:2021-H1;service_issue:True,1
period:2021-H1;product_code:A;quality_issue:True;service_issue:True,1
age_range:(30-40];description_issue:True;period:2024-H1;service_issue:True,1
age_range:(30-40];city:Hilltop;description_issue:True;period:2022-H1,1
age_range:(20-30];period:2022-H1;price_issue:True;product_code:G,1
city:Riverbend;period:2020-H2;product_code:D,1
age_range:(20-30];city:Lakeside;period:2023-H1;product_code:G,1
age_range:(40-50];city:Riverbend;period:2022-H1;product_code:H,1
period:2021-H2;product_code:A;quality_issue:True;service_issue:True,1
period:2021-H1;price_issue:True;product_code:G,1
city:Springfield;period:2021-H1;price_issue:True;product_code:E,1
age_range:(30-40];city:Brookside;period:2020-H2;product_code:F,1
city:Riverbend;delivery_issue:True;period:2023-H1;service_issue:True,1
age_range:(30-40];city:Mountainview;delivery_issue:True;service_issue:True,1
age_range:(30-40];city:Meadowland;description_issue:True,1
age_range:(20-30];period:2021-H2;product_code:E;service_issue:True,1
city:Rivertown;delivery_issue:True;period:2022-H2;product_code:D,1
age_range:(50-60];city:Riverside;period:2023-H1;product_code:H,1
age_range:(20-30];city:Mountainview;description_issue:True;period:2023-H1,1
age_range:(20-30];city:Rivertown;description_issue:True;product_code:C,1
city:Forestville;period:2022-H1;product_code:E,1
age_range:(20-30];delivery_issue:True;period:2022-H2;product_code:C,1
age_range:(40-50];period:2021-H1;product_code:A,1
age_range:(50-60];city:Meadowville;delivery_issue:True;price_issue:True,1
age_range:(20-30];city:Rivertown;period:2023-H1;service_issue:True,1
city:Hilltown;description_issue:True;product_code:F;service_issue:True,1
city:Rivertown;delivery_issue:True;period:2022-H1,1
age_range:(20-30];city:Brookside;period:2023-H2;product_code:B,1
age_range:(40-50];city:Hilltop;delivery_issue:True;description_issue:True,1
age_range:(20-30];city:Meadowville;price_issue:True;product_code:H,1
age_range:(30-40];period:2021-H2;product_code:E;service_issue:True,1
period:2024-H1;product_code:A;quality_issue:True,1
age_range:(50-60];city:Seaside;description_issue:True;period:2023-H2,1
city:Mountainview;description_issue:True;period:2023-H2;quality_issue:True,1
city:Brookside;delivery_issue:True;description_issue:True;product_code:D,1
age_range:(20-30];city:Greenfield;product_code:E;service_issue:True,1
city:Meadowland;description_issue:True;product_code:G;service_issue:True,1
